crop,year,rep,trt,plot,herbicide,species,injury,weight,weightkg,ndvi,cover1,cover
corn,2014,4,13,414,Basis Blend,radish,10,0.87,2045.2,0.243,5.39,0.05
corn,2014,1,14,109,Verdict,radish,0.01,9.74,1499.3,0.337,13.42,0.13
corn,2014,2,14,206,Verdict,radish,0.01,7.14,161.7,0.434,31.94,0.32
corn,2014,3,14,310,Verdict,radish,25,0.77,117.6,0.23,7.33,0.07
corn,2014,4,14,402,Verdict,radish,80,0.56,642.5,0.237,2.43,0.02
corn,2014,1,15,114,Sharpen,radish,0.01,3.06,1388,0.3,6.34,0.06
corn,2014,2,15,209,Sharpen,radish,0.01,6.61,562.8,0.316,14.31,0.14
corn,2014,3,15,307,Sharpen,radish,0.01,2.68,98.7,0.231,12.42,0.12
corn,2014,4,15,403,Sharpen,radish,40,0.47,447.3,0.201,3.65,0.04
soybean,2013,1,1,104,Nontreated,king annual rye,0.0001,2.13,548.1,0.509,59.85,0.6
soybean,2013,2,1,206,Nontreated,king annual rye,0.0001,2.61,745.4,0.597,69.34,0.69
soybean,2013,3,1,301,Nontreated,king annual rye,0.0001,3.55,516.6,0.669,74.13,0.74
soybean,2013,4,1,402,Nontreated,king annual rye,0.0001,2.46,665.6,0.555,60.39,0.6
soybean,2013,1,2,113,Spartan,king annual rye,10,3.17,346.5,0.591,46.72,0.47
soybean,2013,2,2,214,Spartan,king annual rye,0.01,1.65,361.2,0.566,60.91,0.61
soybean,2013,3,2,304,Spartan,king annual rye,10,1.72,722.3,0.552,51.89,0.52
soybean,2013,4,2,407,Spartan,king annual rye,0.01,3.44,510.3,0.55,57.82,0.58
soybean,2013,1,3,115,Valor,king annual rye,0.01,2.43,373.8,0.439,52.19,0.52
soybean,2013,2,3,209,Valor,king annual rye,0.01,1.78,493.5,0.603,68.05,0.68
soybean,2013,3,3,306,Valor,king annual rye,10,2.35,0,0.554,53.73,0.54
soybean,2013,4,3,411,Valor,king annual rye,0.01,,529.2,0.668,69.64,0.7
soybean,2013,1,4,109,Sencor,king annual rye,0.01,2.52,535.5,0.553,54.92,0.55
soybean,2013,2,4,202,Sencor,king annual rye,0.01,2.55,495.6,0.483,65.49,0.65
soybean,2013,3,4,303,Sencor,king annual rye,0.01,2.36,619.4,0.581,63.84,0.64
soybean,2013,4,4,401,Sencor,king annual rye,0.01,2.95,237.3,0.552,65.42,0.65
soybean,2013,1,5,102,Classic,king annual rye,0.01,1.13,0,0.561,65.81,0.66
soybean,2013,2,5,207,Classic,king annual rye,0.01,,493.5,0.569,67.76,0.68
soybean,2013,3,5,314,Classic,king annual rye,0.01,2.35,558.6,0.594,68.7,0.69
soybean,2013,4,5,404,Classic,king annual rye,0.01,2.66,657.2,0.562,63.2,0.63
soybean,2013,1,6,106,AuthorityMTZ,king annual rye,0.01,3.13,321.3,0.555,59.43,0.59
soybean,2013,2,6,201,AuthorityMTZ,king annual rye,10,1.53,560.7,0.556,63.72,0.64
soybean,2013,3,6,307,AuthorityMTZ,king annual rye,0.01,2.67,646.7,0.625,64.27,0.64
soybean,2013,4,6,403,AuthorityMTZ,king annual rye,0.01,3.08,510.3,0.539,62.72,0.63
soybean,2013,1,7,111,Gangster,king annual rye,0.01,2.43,438.9,0.474,51.1,0.51
soybean,2013,2,7,210,Gangster,king annual rye,10,2.09,592.1,0.545,55.8,0.56
soybean,2013,3,7,313,Gangster,king annual rye,0.01,2.82,653,0.604,62.27,0.62
soybean,2013,4,7,408,Gangster,king annual rye,0.01,3.11,105,0.585,68.81,0.69
soybean,2013,1,8,108,Zidua,king annual rye,50,0.5,266.7,0.349,24.76,0.25
soybean,2013,2,8,203,Zidua,king annual rye,35,1.27,189,0.401,39.3,0.39
soybean,2013,3,8,315,Zidua,king annual rye,0.01,0.9,373.8,0.554,50.39,0.5
soybean,2013,4,8,406,Zidua,king annual rye,50,1.78,480.9,0.35,25.81,0.26
soybean,2013,1,9,114,Firstrate,king annual rye,0.01,2.29,600.5,0.478,51.28,0.51
soybean,2013,2,9,205,Firstrate,king annual rye,0.01,2.86,329.7,0.55,66.69,0.67
soybean,2013,3,9,308,Firstrate,king annual rye,0.01,1.57,881.9,0.591,64.38,0.64
soybean,2013,4,9,409,Firstrate,king annual rye,0.01,4.2,302.4,0.574,64.56,0.65
soybean,2013,1,10,110,Dual ,king annual rye,40,1.44,189,0.466,32.27,0.32
soybean,2013,2,10,204,Dual ,king annual rye,30,0.9,195.3,0.375,25.93,0.26
soybean,2013,3,10,311,Dual ,king annual rye,20,0.93,432.6,0.608,39.36,0.39
soybean,2013,4,10,410,Dual ,king annual rye,30,2.06,472.5,0.46,42.08,0.42
soybean,2013,1,11,107,Warrant,king annual rye,0.01,2.25,0,0.589,59.19,0.59
soybean,2013,2,11,212,Warrant,king annual rye,10,,459.9,0.519,63.53,0.64
soybean,2013,3,11,310,Warrant,king annual rye,0.01,2.19,699.2,0.549,57.7,0.58
soybean,2013,4,11,405,Warrant,king annual rye,0.01,3.33,554.4,0.481,60.39,0.6
soybean,2013,1,12,112,Flexstar,king annual rye,0.01,2.64,396.9,0.584,60.12,0.6
soybean,2013,2,12,208,Flexstar,king annual rye,10,1.89,428.4,0.557,65.75,0.66
soybean,2013,3,12,305,Flexstar,king annual rye,10,2.04,713.9,0.55,52.73,0.53
soybean,2013,4,12,414,Flexstar,king annual rye,0.01,3.4,432.6,0.705,75.4,0.75
soybean,2013,1,13,105,Pursuit,king annual rye,15,2.06,441,0.509,54.72,0.55
soybean,2013,2,13,215,Pursuit,king annual rye,10,2.1,191.1,0.431,38.26,0.38
soybean,2013,3,13,312,Pursuit,king annual rye,20,0.91,642.5,0.53,42.19,0.42
soybean,2013,4,13,415,Pursuit,king annual rye,10,3.06,380.1,0.444,42.54,0.43
soybean,2013,1,14,103,Extreme,king annual rye,0.01,1.81,132.3,0.475,46.62,0.47
soybean,2013,2,14,213,Extreme,king annual rye,30,0.63,354.9,0.386,38.59,0.39
soybean,2013,3,14,302,Extreme,king annual rye,20,1.69,1087.7,0.49,47.37,0.47
soybean,2013,4,14,413,Extreme,king annual rye,10,5.18,527.1,0.647,66.69,0.67
soybean,2013,1,15,101,Cobra,king annual rye,0.01,2.51,0,0.594,64.94,0.65
soybean,2013,2,15,211,Cobra,king annual rye,0.01,,499.8,0.618,71.51,0.72
soybean,2013,3,15,309,Cobra,king annual rye,0.01,2.38,1064.6,0.627,69.04,0.69
soybean,2013,4,15,412,Cobra,king annual rye,0.01,5.07,321.3,0.691,83.39,0.83
soybean,2014,1,1,113,Nontreated,king annual rye,0.0001,1.53,881.9,0.279,24.97,0.25
soybean,2014,2,1,201,Nontreated,king annual rye,0.0001,4.2,126,0.288,33.93,0.34
soybean,2014,3,1,308,Nontreated,king annual rye,0.0001,0.6,252,0.232,21.74,0.22
soybean,2014,4,1,414,Nontreated,king annual rye,0.0001,1.2,157.5,0.13,5.28,0.05
soybean,2014,1,2,104,Spartan,king annual rye,30,0.75,186.9,0.17,10.4,0.1
soybean,2014,2,2,215,Spartan,king annual rye,0.01,0.89,354.9,0.265,18.8,0.19
soybean,2014,3,2,309,Spartan,king annual rye,10,1.69,361.2,0.216,17.17,0.17
soybean,2014,4,2,411,Spartan,king annual rye,15,1.72,275.1,0.159,7.13,0.07
soybean,2014,1,3,101,Valor,king annual rye,25,1.31,294,0.175,15.03,0.15
soybean,2014,2,3,211,Valor,king annual rye,30,1.4,319.2,0.236,18.09,0.18
soybean,2014,3,3,301,Valor,king annual rye,0.01,1.52,713.9,0.239,25.74,0.26
soybean,2014,4,3,408,Valor,king annual rye,0.01,3.4,94.5,0.151,8.14,0.08
soybean,2014,1,4,103,Sencor,king annual rye,0.01,0.45,294,0.194,15.38,0.15
soybean,2014,2,4,212,Sencor,king annual rye,0.01,1.4,354.9,0.272,24.19,0.24
soybean,2014,3,4,315,Sencor,king annual rye,0.01,1.69,287.7,0.237,24.08,0.24
soybean,2014,4,4,413,Sencor,king annual rye,0.01,1.37,569.1,0.136,6.69,0.07
soybean,2014,1,5,115,Classic,king annual rye,0.01,2.71,755.9,0.312,26.31,0.26
soybean,2014,2,5,214,Classic,king annual rye,0.01,3.6,382.2,0.283,24.41,0.24
soybean,2014,3,5,311,Classic,king annual rye,20,1.82,163.8,0.231,22.47,0.22
soybean,2014,4,5,409,Classic,king annual rye,15,0.78,222.6,0.153,8.23,0.08
soybean,2014,1,6,107,AuthorityMTZ,king annual rye,0.01,1.06,0,0.218,18.35,0.18
soybean,2014,2,6,208,AuthorityMTZ,king annual rye,0.01,,285.6,0.254,24.04,0.24
soybean,2014,3,6,304,AuthorityMTZ,king annual rye,0.01,1.36,279.3,0.251,21.54,0.22
soybean,2014,4,6,415,AuthorityMTZ,king annual rye,0.01,1.33,455.7,0.138,7.61,0.08
soybean,2014,1,7,111,Gangster,king annual rye,0.01,2.17,252,0.258,23.45,0.23
soybean,2014,2,7,207,Gangster,king annual rye,0.01,1.2,296.1,0.24,24.13,0.24
soybean,2014,3,7,302,Gangster,king annual rye,0.01,1.41,163.8,0.258,28.4,0.28
soybean,2014,4,7,405,Gangster,king annual rye,0.01,0.78,405.3,0.16,8.45,0.08
soybean,2014,1,8,112,Zidua,king annual rye,0.01,1.93,713.9,0.284,24.19,0.24
soybean,2014,2,8,204,Zidua,king annual rye,0.01,3.4,260.4,0.284,30.16,0.3
soybean,2014,3,8,313,Zidua,king annual rye,0.01,1.24,134.4,0.212,17.47,0.17
soybean,2014,4,8,410,Zidua,king annual rye,0.01,0.64,170.1,0.145,7.98,0.08
soybean,2014,1,9,105,Firstrate,king annual rye,15,0.81,399,0.181,10.36,0.1
soybean,2014,2,9,203,Firstrate,king annual rye,0.01,1.9,237.3,0.285,36.36,0.36
soybean,2014,3,9,310,Firstrate,king annual rye,0.01,1.13,249.9,0.234,22.51,0.23
soybean,2014,4,9,404,Firstrate,king annual rye,0.01,1.19,237.3,0.161,10.49,0.1
soybean,2014,1,10,110,Dual ,king annual rye,0.01,1.13,399,0.25,22.47,0.22
soybean,2014,2,10,205,Dual ,king annual rye,15,1.9,256.2,0.271,28.27,0.28
soybean,2014,3,10,314,Dual ,king annual rye,12,1.22,216.3,0.224,22.25,0.22
soybean,2014,4,10,402,Dual ,king annual rye,12,1.03,214.2,0.175,12.24,0.12
soybean,2014,1,11,108,Warrant,king annual rye,0.01,1.02,252,0.218,17.62,0.18
soybean,2014,2,11,202,Warrant,king annual rye,0.01,1.2,438.9,0.284,23.8,0.24
soybean,2014,3,11,305,Warrant,king annual rye,15,2.09,304.5,0.206,17.5,0.18
soybean,2014,4,11,412,Warrant,king annual rye,0.01,1.45,168,0.14,6.93,0.07
soybean,2014,1,12,102,Flexstar,king annual rye,15,0.8,713.9,0.189,14,0.14
soybean,2014,2,12,209,Flexstar,king annual rye,0.01,3.4,128.1,0.249,22.58,0.23
soybean,2014,3,12,307,Flexstar,king annual rye,0.01,0.61,100.8,0.213,19.94,0.2
soybean,2014,4,12,403,Flexstar,king annual rye,0.01,0.48,617.3,0.189,7.31,0.07
soybean,2014,1,13,109,Pursuit,king annual rye,15,2.94,587.9,0.203,15.87,0.16
soybean,2014,2,13,210,Pursuit,king annual rye,0.01,2.8,180.6,0.263,27.67,0.28
soybean,2014,3,13,303,Pursuit,king annual rye,0.01,0.86,98.7,0.259,26,0.26
soybean,2014,4,13,406,Pursuit,king annual rye,0.01,0.47,373.8,0.169,13.94,0.14
soybean,2014,1,14,106,Extreme,king annual rye,20,1.78,287.7,0.197,10.19,0.1
soybean,2014,2,14,213,Extreme,king annual rye,0.01,1.37,247.8,0.292,22.82,0.23
soybean,2014,3,14,306,Extreme,king annual rye,15,1.18,247.8,0.207,22.57,0.23
soybean,2014,4,14,407,Extreme,king annual rye,0.01,1.18,447.3,0.159,8.7,0.09
soybean,2014,1,15,114,Cobra,king annual rye,0.01,2.13,153.3,0.364,28.59,0.29
soybean,2014,2,15,206,Cobra,king annual rye,0.01,0.73,304.5,0.275,26.28,0.26
soybean,2014,3,15,312,Cobra,king annual rye,0.01,1.45,529.2,0.229,23.85,0.24
soybean,2014,4,15,401,Cobra,king annual rye,0.01,2.52,636.2,0.172,14.24,0.14
corn,2013,1,1,106,Nontreated,king annual rye,0.0001,3.03,480.9,0.526,67.49,0.67
corn,2013,2,1,210,Nontreated,king annual rye,0.0001,2.29,476.7,0.517,60.41,0.6
corn,2013,3,1,311,Nontreated,king annual rye,0.0001,2.27,768.5,0.523,65.68,0.66
corn,2013,4,1,407,Nontreated,king annual rye,0.0001,3.66,344.4,0.591,69.8,0.7
corn,2013,1,2,101,Princep 4FL,king annual rye,5,1.64,382.2,0.493,60.3,0.6
corn,2013,2,2,207,Princep 4FL,king annual rye,10,1.82,273,0.483,54.86,0.55
corn,2013,3,2,305,Princep 4FL,king annual rye,0.01,1.3,413.7,0.449,47.93,0.48
corn,2013,4,2,414,Princep 4FL,king annual rye,0.01,1.97,438.9,0.488,54.51,0.55
corn,2013,1,3,111,Callisto,king annual rye,5,2.09,487.2,0.507,61.33,0.61
corn,2013,2,3,209,Callisto,king annual rye,0.01,2.32,415.8,0.548,57.4,0.57
corn,2013,3,3,315,Callisto,king annual rye,0.01,1.98,653,0.612,68.11,0.68
corn,2013,4,3,408,Callisto,king annual rye,0.01,3.11,520.8,0.398,57.55,0.58
corn,2013,1,4,114,Laudis,king annual rye,0.01,2.48,363.3,0.634,66.5,0.67
corn,2013,2,4,205,Laudis,king annual rye,15,1.73,583.8,0.398,49.31,0.49
corn,2013,3,4,314,Laudis,king annual rye,5,2.78,310.8,0.523,57.45,0.57
corn,2013,4,4,401,Laudis,king annual rye,0.01,1.48,405.3,0.587,73.77,0.74
corn,2013,1,5,115,Impact,king annual rye,0.01,1.93,373.8,0.595,71.84,0.72
corn,2013,2,5,203,Impact,king annual rye,0.01,1.78,483,0.496,57.91,0.58
corn,2013,3,5,312,Impact,king annual rye,0.01,2.3,766.4,0.58,69.33,0.69
corn,2013,4,5,413,Impact,king annual rye,0.01,3.65,386.4,0.462,54.49,0.54
corn,2013,1,6,105,Stinger,king annual rye,0.01,1.84,837.8,0.531,59.85,0.6
corn,2013,2,6,213,Stinger,king annual rye,0.01,3.99,495.6,0.585,70.27,0.7
corn,2013,3,6,307,Stinger,king annual rye,0.01,2.36,711.8,0.42,64.4,0.64
corn,2013,4,6,412,Stinger,king annual rye,0.01,3.39,338.1,0.497,64.84,0.65
corn,2013,1,7,104,Python,king annual rye,10,1.61,105,0.452,51.08,0.51
corn,2013,2,7,206,Python,king annual rye,40,0.5,0,0.346,30.41,0.3
corn,2013,3,7,310,Python,king annual rye,0.01,,514.5,0.567,58.37,0.58
corn,2013,4,7,403,Python,king annual rye,0.01,2.45,554.4,0.542,63.63,0.64
corn,2013,1,8,108,Resolve,king annual rye,0.01,2.64,386.4,0.549,63.88,0.64
corn,2013,2,8,202,Resolve,king annual rye,0.01,1.84,428.4,0.468,57.53,0.58
corn,2013,3,8,308,Resolve,king annual rye,0.01,2.04,430.5,0.568,64.02,0.64
corn,2013,4,8,402,Resolve,king annual rye,0.01,2.05,445.2,0.559,64.16,0.64
corn,2013,1,9,107,Accent Q,king annual rye,10,2.12,243.6,0.451,51.73,0.52
corn,2013,2,9,208,Accent Q,king annual rye,10,1.16,525,0.334,50.26,0.5
corn,2013,3,9,313,Accent Q,king annual rye,0.01,2.5,621.5,0.573,65.32,0.65
corn,2013,4,9,415,Accent Q,king annual rye,0.01,2.96,546,0.457,51.17,0.51
corn,2013,1,10,110,SureStart,king annual rye,0.01,2.6,667.7,0.555,61.67,0.62
corn,2013,2,10,212,SureStart,king annual rye,0.01,3.18,678.2,0.609,71.88,0.72
corn,2013,3,10,309,SureStart,king annual rye,0.01,3.23,690.8,0.6,70.2,0.7
corn,2013,4,10,410,SureStart,king annual rye,0.01,3.29,117.6,0.567,71.58,0.72
corn,2013,1,11,109,Zemax + Halex GT,king annual rye,75,0.56,10.5,0.276,19.03,0.19
corn,2013,2,11,201,Zemax + Halex GT,king annual rye,80,0.05,18.9,0.258,13.29,0.13
corn,2013,3,11,306,Zemax + Halex GT,king annual rye,70,0.09,338.1,0.314,19.07,0.19
corn,2013,4,11,409,Zemax + Halex GT,king annual rye,60,1.61,161.7,0.342,21.39,0.21
corn,2013,1,12,103,Fierce,king annual rye,25,0.77,283.5,0.342,28.11,0.28
corn,2013,2,12,214,Fierce,king annual rye,25,1.35,378,0.432,47.93,0.48
corn,2013,3,12,301,Fierce,king annual rye,60,1.8,600.5,0.303,25.89,0.26
corn,2013,4,12,406,Fierce,king annual rye,0.01,2.86,480.9,0.516,48.91,0.49
corn,2013,1,13,112,Basis Blend,king annual rye,0.01,2.29,504,0.575,65.58,0.66
corn,2013,2,13,215,Basis Blend,king annual rye,0.01,2.4,485.1,0.533,65.51,0.66
corn,2013,3,13,302,Basis Blend,king annual rye,0.01,2.31,596.3,0.468,55.91,0.56
corn,2013,4,13,411,Basis Blend,king annual rye,0.01,2.84,627.8,0.525,61.88,0.62
corn,2013,1,14,113,Verdict,king annual rye,0.01,2.99,617.3,0.58,64.62,0.65
corn,2013,2,14,211,Verdict,king annual rye,10,2.94,279.3,0.538,60.83,0.61
corn,2013,3,14,304,Verdict,king annual rye,0.01,1.33,648.8,0.526,57.27,0.57
corn,2013,4,14,405,Verdict,king annual rye,0.01,3.09,407.4,0.493,69.46,0.69
corn,2013,1,15,102,Sharpen,king annual rye,0.01,1.94,371.7,0.457,61.09,0.61
corn,2013,2,15,204,Sharpen,king annual rye,10,1.77,310.8,0.497,54.45,0.54
corn,2013,3,15,303,Sharpen,king annual rye,0.01,1.48,522.9,0.514,59.44,0.59
corn,2013,4,15,404,Sharpen,king annual rye,0.01,2.49,745.4,0.564,71.7,0.72
corn,2014,1,1,110,Nontreated,king annual rye,0.0001,3.55,837.8,0.24,12.61,0.13
corn,2014,2,1,208,Nontreated,king annual rye,0.0001,3.99,212.1,0.284,18.03,0.18
corn,2014,3,1,304,Nontreated,king annual rye,0.0001,1.01,315,0.279,15.5,0.15
corn,2014,4,1,413,Nontreated,king annual rye,0.0001,1.5,642.5,0.185,5.62,0.06
corn,2014,1,2,101,Princep 4FL,king annual rye,25,3.06,123.9,0.337,26.27,0.26
corn,2014,2,2,213,Princep 4FL,king annual rye,40,0.59,510.3,0.192,7.57,0.08
corn,2014,3,2,306,Princep 4FL,king annual rye,25,2.43,447.3,0.301,19.57,0.2
corn,2014,4,2,401,Princep 4FL,king annual rye,50,2.13,228.9,0.167,2.79,0.03
corn,2014,1,3,112,Callisto,king annual rye,25,1.09,900.8,0.185,7.57,0.08
corn,2014,2,3,203,Callisto,king annual rye,0.01,4.29,495.6,0.403,23.08,0.23
corn,2014,3,3,315,Callisto,king annual rye,30,2.36,940.7,0.195,7.14,0.07
corn,2014,4,3,406,Callisto,king annual rye,0.01,4.48,533.4,0.183,7.89,0.08
corn,2014,1,4,107,Laudis,king annual rye,15,2.54,692.9,0.261,16.66,0.17
corn,2014,2,4,205,Laudis,king annual rye,0.01,3.3,300.3,0.379,25.87,0.26
corn,2014,3,4,312,Laudis,king annual rye,0.01,1.43,548.1,0.255,9.52,0.1
corn,2014,4,4,404,Laudis,king annual rye,0.01,2.61,424.2,0.187,5.67,0.06
corn,2014,1,5,106,Impact,king annual rye,20,2.02,399,0.289,17.05,0.17
corn,2014,2,5,210,Impact,king annual rye,0.01,1.9,411.6,0.243,17.19,0.17
corn,2014,3,5,303,Impact,king annual rye,40,1.96,480.9,0.23,16.39,0.16
corn,2014,4,5,411,Impact,king annual rye,15,2.29,462,0.193,4.66,0.05
corn,2014,1,6,105,Stinger,king annual rye,30,2.2,785.3,0.257,18.1,0.18
corn,2014,2,6,201,Stinger,king annual rye,40,3.74,168,0.312,21.89,0.22
corn,2014,3,6,313,Stinger,king annual rye,20,0.8,180.6,0.218,9.31,0.09
corn,2014,4,6,409,Stinger,king annual rye,0.01,0.86,1108.7,0.203,9.3,0.09
corn,2014,1,7,104,Python,king annual rye,0.01,5.28,762.2,0.292,26.14,0.26
corn,2014,2,7,211,Python,king annual rye,0.01,3.63,562.8,0.241,18.6,0.19
corn,2014,3,7,305,Python,king annual rye,25,2.68,541.8,0.315,27.18,0.27
corn,2014,4,7,410,Python,king annual rye,10,2.58,252,0.197,4.77,0.05
corn,2014,1,8,111,Resolve,king annual rye,30,1.2,281.4,0.247,12.1,0.12
corn,2014,2,8,202,Resolve,king annual rye,0.01,1.34,172.2,0.384,31.25,0.31
corn,2014,3,8,308,Resolve,king annual rye,0.01,0.82,126,0.303,25.67,0.26
corn,2014,4,8,407,Resolve,king annual rye,0.01,0.6,422.1,0.181,7.71,0.08
corn,2014,1,9,108,Accent Q,king annual rye,0.01,2.01,476.7,0.268,19.37,0.19
corn,2014,2,9,207,Accent Q,king annual rye,0.01,2.27,199.5,0.275,27.43,0.27
corn,2014,3,9,302,Accent Q,king annual rye,25,0.95,451.5,0.185,13.38,0.13
corn,2014,4,9,415,Accent Q,king annual rye,50,2.15,88.2,0.178,3.12,0.03
corn,2014,1,10,115,SureStart,king annual rye,50,0.42,480.9,0.145,2.14,0.02
corn,2014,2,10,212,SureStart,king annual rye,0.01,2.29,165.9,0.227,13.64,0.14
corn,2014,3,10,309,SureStart,king annual rye,20,0.79,485.1,0.247,24.13,0.24
corn,2014,4,10,412,SureStart,king annual rye,20,2.31,1066.7,0.203,3.36,0.03
corn,2014,1,11,113,Zemax + Halex GT,king annual rye,30,5.08,1434.2,0.183,5.64,0.06
corn,2014,2,11,204,Zemax + Halex GT,king annual rye,0.01,6.83,147,0.365,26.11,0.26
corn,2014,3,11,301,Zemax + Halex GT,king annual rye,30,0.7,1062.5,0.204,8.53,0.09
corn,2014,4,11,408,Zemax + Halex GT,king annual rye,0.01,5.06,999.5,0.188,5.9,0.06
corn,2014,1,12,103,Fierce,king annual rye,15,4.76,476.7,0.282,20.53,0.21
corn,2014,2,12,215,Fierce,king annual rye,40,2.27,283.5,0.233,3.44,0.03
corn,2014,3,12,314,Fierce,king annual rye,15,1.35,302.4,0.178,12.44,0.12
corn,2014,4,12,405,Fierce,king annual rye,20,1.44,401.1,0.159,5.24,0.05
corn,2014,1,13,102,Basis Blend,king annual rye,20,1.91,611,0.227,17.49,0.17
corn,2014,2,13,214,Basis Blend,king annual rye,20,2.91,216.3,0.203,7.58,0.08
corn,2014,3,13,311,Basis Blend,king annual rye,10,1.03,953.3,0.25,21.01,0.21
corn,2014,4,13,414,Basis Blend,king annual rye,20,4.54,590,0.174,5.87,0.06
corn,2014,1,14,109,Verdict,king annual rye,0.01,2.81,476.7,0.242,16.06,0.16
corn,2014,2,14,206,Verdict,king annual rye,0.01,2.27,367.5,0.313,21.23,0.21
corn,2014,3,14,310,Verdict,king annual rye,15,1.75,256.2,0.283,19.26,0.19
corn,2014,4,14,402,Verdict,king annual rye,40,1.22,283.5,0.19,4.79,0.05
corn,2014,1,15,114,Sharpen,king annual rye,50,1.35,1098.2,0.17,3.21,0.03
corn,2014,2,15,209,Sharpen,king annual rye,0.01,5.23,982.7,0.271,13.97,0.14
corn,2014,3,15,307,Sharpen,king annual rye,0.01,4.68,165.9,0.32,26.32,0.26
corn,2014,4,15,403,Sharpen,king annual rye,0.01,0.79,,0.183,7.01,0.07
